iter,x2,x3:B1,x3:B2,x3:B3,v
81,6.45849616440843e-06,0.000168945182400936,0.000234485293557719,0.00016057995819288,0.000843866577948479
1,6.28021871668714e-06,0.000109706468693207,0.000155820561227305,0.000178081557938646,0.000827729456682094
11,6.01576734555387e-06,0.000101443653437797,0.000192913678395712,0.000124146050363977,0.000828000236420626
71,6.02454108821294e-06,0.000254531717793779,0.000146890815819551,0.000143339264590637,0.00082264483745948
41,6.19481983600314e-06,0.000166306020833175,0.000164790392744445,0.000105967235094725,0.000825985011522935
31,6.21215789478589e-06,0.000196905852476313,0.000174519546273356,0.000119897392254822,0.000834501493771813
61,6.31782016200752e-06,0.000120320223692765,0.000163232572649371,0.000110917171679872,0.000836473371714359
21,5.91591923315473e-06,8.4598565359985e-05,0.000154478785686038,0.000160796032263342,0.000827517244825833
51,6.31779511901398e-06,0.000301172062017591,0.000106029238439411,0.000198768068995918,0.000840282968464162
91,6.21821048593836e-06,0.000261093943323458,0.000170079682557088,0.000123979314955118,0.000837067653722065
82,6.40151935477477e-06,0.000147284968103109,0.000142392415578491,0.000131332919323304,0.000836077589278076
121,6.41923513822274e-06,0.000177175421695728,0.000199627979364621,0.000227952972612255,0.000844756667719487
131,6.22066297743544e-06,0.000149170272903797,0.000159224507899611,0.000126840128854091,0.000823949129109111
191,6.36804453842484e-06,0.000185416899614165,0.000212582150071404,0.000155741730070789,0.000834410338373586
101,6.21526978616807e-06,0.000109497422138346,0.000202538803143258,0.000105635351680963,0.000819774601290142
111,6.18783549908665e-06,0.000124381943665783,0.000188242489965429,0.000118974103994311,0.000825012167620464
141,6.28877204043449e-06,0.00013341537961315,0.000258771772050898,7.49141502983258e-05,0.000842403102873621
171,5.96477553925783e-06,0.000251211460777288,0.000183099605079716,0.00011661911493001,0.000831895314566751
161,6.13933712342496e-06,0.000200571141981109,0.000129770463136964,0.000140164641523602,0.00083503254989685
181,6.35617019933197e-06,9.67499386758789e-05,0.000187569988356862,0.000169903499262476,0.000841401166608207
151,6.37439583257376e-06,0.000143190609362042,9.67979845244919e-05,0.000179995108102267,0.000831001772453345
72,6.12576524827741e-06,0.000158323283405725,0.000122294057358393,9.25962285354543e-05,0.000820971522120751
251,6.19287733856596e-06,0.000262600284427277,0.00016165967116057,0.000115865160673236,0.000834289821015058
241,6.33766520428314e-06,0.000114931078033296,0.000179880264005488,0.000102262203894085,0.000830608109437624
291,6.28798991056653e-06,7.9934044272229e-05,0.000249329527375333,0.000132926737965353,0.000830853190801069
221,6.41134768512065e-06,0.000165636248520419,0.000167220180681291,0.000114013545608601,0.000836772241917969
211,6.10446231794259e-06,0.000145410152990939,0.000184358566624044,0.000145790543462839,0.000821504220902828
201,6.04726116626333e-06,0.000150067483877203,0.000371401569127017,9.7902081931825e-05,0.000838203665777682
281,6.15124412221311e-06,9.89902753970486e-05,0.000272763175772938,0.00011510411980755,0.00084522988824349
261,6.28365685915578e-06,0.000144983622870446,0.000150713594815795,0.000148509836258234,0.000832239371969071
271,6.50754393250602e-06,0.000129165771555263,0.000193027045268458,0.00012488516042375,0.000835150382301609
12,6.42094430833446e-06,0.000196565504074989,0.000149226092295325,0.000115537022798893,0.000840769460168131
2,6.43502612547463e-06,0.000197499176373916,0.000200652827451423,0.000140727074134145,0.000834112130613403
32,6.04280137194601e-06,0.000156785783042178,0.000188203237647136,0.000114189797016827,0.000842074863824225
231,5.91407997564913e-06,0.00015649373587438,0.000241263586206325,9.93262572423283e-05,0.000809550421811393
22,6.11852419050385e-06,0.000240591731567485,0.000291925355456697,0.000135447955150415,0.000818688556247582
62,6.34082438817172e-06,0.00031844626721653,0.000128111876407066,0.000107647493454506,0.000828298771242703
42,6.18484965392604e-06,9.90024252903485e-05,0.000128626267666,8.38653709717635e-05,0.000817307918042721
92,5.91302047929758e-06,9.96371787058561e-05,0.000131316592115677,0.000110936554312585,0.000830346395688814
52,6.24218074184103e-06,0.000201119114839033,0.000172060274301953,0.000143055908886517,0.000832097518927402
301,5.97219858739578e-06,0.000122216863976519,0.000125719761530986,7.84640871620683e-05,0.000831288490069395
341,6.25813385556514e-06,0.000160544870807809,0.000203941055277196,0.000139406106778341,0.00083527465051817
361,6.37180312664057e-06,0.000251213575782914,0.000158603841481515,0.000177116943595238,0.000828397697194428
