iter,x2,x3:B1,x3:B2,x3:B3,x4,v
71,0.180206589175882,0.103442286561075,0.067127477601694,-0.0112857240853236,2.21812896699888,0.0915362794497546
41,0.183617319760238,0.117120787823732,0.0608403636431699,0.0088699571878431,2.33117037418079,0.0743031572208793
31,0.184039409791724,0.116787227720059,0.0618481621405562,-0.0122277016939512,2.33097107012145,0.132040624537645
51,0.18438752434977,0.093511094178006,0.0770168310124798,-0.0285686033695528,2.31446563822664,0.0965267566676151
61,0.181268492487105,0.119302927654603,0.0527546264595263,-0.0041823096530113,2.29634399042307,0.122650896468714
81,0.1836786429095,0.124357789823609,0.0499836372573901,0.00160791202744776,2.33195103308361,0.0769288374037332
11,0.179201343456104,0.132429527634279,0.0502912445631652,0.00500975297648069,2.29481366913026,0.154354679113903
1,0.183023221130936,0.132601824516153,0.0653985977856291,-0.0161289181498816,2.30293160788548,0.0852556542598194
21,0.178802819279057,0.138697726674764,0.0656631765477043,-0.00639762741878953,2.31316148031797,0.117698052342641
181,0.185029157115358,0.135578979510685,0.0560493127950502,-0.0227345413052675,2.27477282342656,0.112536492585213
141,0.183969664359506,0.129949037463621,0.0424024708246133,0.021665340102579,2.27117809994358,0.115694971513622
161,0.182380518982951,0.115325297786516,0.0794964165529215,0.0151174703495889,2.27922516806865,0.10419040053387
151,0.186930175660959,0.120498079245872,0.0837379091995109,-0.00729641191055254,2.29434326860376,0.150205996097738
171,0.181712482381072,0.103200843619235,0.0572330052171187,0.000209641129119711,2.26848806945259,0.14104401364864
131,0.181532409221726,0.121138425156334,0.0668865860207456,-0.00186838342958552,2.26551750120876,0.0488612952692592
121,0.181580608254265,0.116569504611245,0.0537575493990098,-0.0266974503451895,2.26359545974366,0.155100984775473
111,0.182893876707021,0.125465537599261,0.0494275683506597,0.00455424400979005,2.27065053470115,0.0631843784238305
101,0.179241706321908,0.124650611250226,0.0500064775142513,0.00109914086510596,2.30530355994795,0.0825164336984077
191,0.180807314558485,0.117875293693852,0.0545232393783905,-0.0157397087056156,2.36127462999812,0.0504711595389932
91,0.181511146894896,0.105351863936933,0.0653003328770977,0.00311695371332768,2.32491986974349,0.121747499755826
72,0.184325170141824,0.114262420807725,0.0686868729346338,0.0095032763576678,2.31064963636552,0.058712323210587
42,0.181306817829955,0.129359491488482,0.069095215159317,0.0191149378791029,2.1940170862624,0.139995060847061
52,0.180695643793485,0.109890463128139,0.0570821916066205,-0.00584923876983422,2.27408419759412,0.100981847635052
32,0.18038542026637,0.11625273426873,0.052797653124627,0.000425745074046238,2.25554813409513,0.128257869277885
182,0.181850137607733,0.122457443057138,0.0550796599945153,-0.00268410496785439,2.27419949205697,0.0714760795735762
142,0.1854978876509,0.141278416339985,0.0571368756539464,0.00374370111477034,2.33463201292756,0.0502572584493476
82,0.187103096814375,0.131692485063422,0.078424160445778,0.0116372249191584,2.26654100308242,0.103595879431695
162,0.187877497325692,0.114776679846578,0.067731476443229,0.02898093580278,2.29311325919403,0.0999908529030114
172,0.183655708387545,0.136726115385441,0.0420402347453223,-0.00483474025114507,2.33285653919695,0.129563418956208
152,0.184285588059822,0.116657588851025,0.0578997372932015,-0.000791316095661984,2.32873350662967,0.113061586302063
132,0.185261608242603,0.091823003110086,0.0866826941927969,0.0119521309180504,2.27865074125078,0.126791614986116
122,0.182874977740791,0.118834241896045,0.0577209403637372,-0.00542217420400994,2.30342714920068,0.0833392091136583
221,0.183169279900904,0.124406591016084,0.0658037760372622,0.00886473017813543,2.24316212044914,0.0116421646561162
201,0.183889940497966,0.123082822306404,0.0311030570812469,0.00737827612716359,2.24242117849178,0.155463156761994
211,0.179398909891611,0.123334583143221,0.0574083329306689,-0.00502509083118902,2.32492157646481,0.0838645981515624
12,0.185729330301349,0.120934738869203,0.0759963905284254,0.0172981842624766,2.29514453078197,0.151520066797623
2,0.184092162589362,0.114821016560352,0.0590802232366772,-0.00387727102670597,2.21946428240698,0.0505507162197296
22,0.180488128489037,0.114302941753241,0.045331367600615,0.000699645930154541,2.32575874599368,0.128982039819139
62,0.184052948316673,0.0850007922748347,0.0611848262531845,-0.00195809471779895,2.25725221320498,0.101739981367084
102,0.190432776343321,0.137505493679569,0.0960235054293377,0.0315627489941158,2.28138013040159,0.0808445913214127
112,0.180340683264983,0.124532895087368,0.0544154384512574,0.0132735861563152,2.31119949695633,0.114422993599585
192,0.18495744007125,0.128169565465348,0.0553828270333422,-0.000869629143931875,2.24530293178426,0.11855573067557
301,0.182756497288791,0.123377991211077,0.0665203597449429,0.0167929331873022,2.26940976019555,0.113817699723013
291,0.182639813204673,0.154023374120929,0.0542016683455265,-0.00526159663367328,2.30770522079627,0.0990311947854131
321,0.183707787055779,0.113399560830137,0.0623538889621493,-0.0194735728731759,2.31111302075834,0.0766062530829613
311,0.182900442009103,0.118774985837196,0.0711927612041303,-0.00727208702533829,2.27526891650688,0.114607272078048
261,0.182491449957141,0.121700051247919,0.06582737566555,-0.00837160182354223,2.27540463407418,0.0378212880404376
281,0.18193084302499,0.134561624066585,0.0376291993192304,-0.00712888766161975,2.30376230917246,0.078747189975141
231,0.181492367890442,0.118557120703618,0.0457271118566422,0.00454479128093587,2.28801525672918,0.138600901845102
271,0.185347706126058,0.13262678129837,0.05998550190455,0.00400839271432677,2.32180809435404,0.113267409422357
251,0.177556755185845,0.102395039643218,0.0642244464508764,-0.00179931069796783,2.34636628179734,0.12622435268042
241,0.179227797839852,0.122359542965712,0.0491685537365695,-0.002748823945462,2.31643436775499,0.104712142046653
73,0.185451531942452,0.128455333072946,0.0581724263966171,-0.00460874386457493,2.26295309428071,0.0985770863075029
331,0.183926137209918,0.102830806433833,0.0591630158518152,-0.00597880241853573,2.32947493531959,0.0374908013345709
341,0.18124752561856,0.119761395276312,0.0480984892129166,-0.00437540501380741,2.33185458196361,0.0916615545872638
183,0.180123902419853,0.100628337281741,0.0436086091551311,-0.00483322215606749,2.30939935377302,0.0536138893935956
143,0.184678503049126,0.11512781270418,0.0726108041755131,-0.00429401165547752,2.30290993946852,0.0602598891456294
53,0.186540739455664,0.118242890890628,0.0471519023118013,0.00332185963169539,2.25971481102311,0.105738576042866
371,0.182629635220274,0.125046300599482,0.0668155842028693,0.0130259211242672,2.28549819907236,0.0946152344462087
43,0.17947862799131,0.110082548913616,0.0521456061035904,-0.0235676573394446,2.31173803979413,0.135917618696098
381,0.186056771184191,0.131421063234221,0.0540194369582357,-0.00939521123399629,2.35772494171837,0.0953053298623786
33,0.183152845295135,0.124058230703802,0.07090023364634,0.00770039290696003,2.23967174107982,0.0895393198216399
401,0.18787714500344,0.141045893933032,0.0585168087306552,0.00807768496226357,2.32899845533498,0.0877543491534469
351,0.179990063169628,0.107485057466886,-0.0127146265574618,-0.00438954912837445,2.35130191424992,0.0866454906765118
411,0.183934360212523,0.122041195599041,0.0679131950415827,-0.0092180268280658,2.23419521759696,0.0626845828704061
421,0.184848938259021,0.13628557987018,0.0576997616224543,-0.0114284972743862,2.27593591135458,0.137433387506874
