iter,x2,x3:B1,x3:B2,x3:B3,x4,v
71,6.6415693637272e-06,0.000267867260455554,0.000155190761938875,0.000125285684087045,0.00155930200222557,0.00082476423800856
41,6.87408479063363e-06,0.000178963976997566,0.000179475294039573,9.76470428828238e-05,0.00166243926764421,0.000828471469480868
31,7.01486132535566e-06,0.00020539251268133,0.000185273448543466,0.000102151408006176,0.00166770406253186,0.000832041330885281
51,6.92591954004485e-06,0.000319925750584485,0.000113191174175044,0.000165189136392675,0.00166375490034054,0.000839419260734044
61,6.90488265982951e-06,0.000126001056812317,0.00017231665425592,9.22721565344761e-05,0.00167932527314712,0.000840166922982823
81,7.08491767773447e-06,0.00017690430731748,0.000247745127317695,0.000139124064581839,0.0017372662426837,0.000842134743733616
11,6.57864954838955e-06,0.000108428924433369,0.00020554475921618,0.000107766130574156,0.00162666713922453,0.000828303889011378
1,6.98323591508741e-06,0.000114313527494682,0.00016218667472887,0.000150394875542392,0.00169319888865001,0.000831752363999679
21,6.45331874310759e-06,8.90983104699396e-05,0.000164019795162439,0.000147189612303751,0.00163340550826012,0.00082658942726494
181,7.12066184051421e-06,0.000102474090020483,0.000202566136186534,0.000145322041877737,0.00165590288301608,0.000838205534926856
141,6.86870143085163e-06,0.00013988798698325,0.000274306913611236,6.92101610135011e-05,0.00164675345384587,0.000841311716464238
161,6.8643246441026e-06,0.000214741146795011,0.000139341406019688,0.000115598432716415,0.0016331428026448,0.000835965835527123
151,7.07930459672565e-06,0.000151023657513371,0.000101647487029739,0.000160763132585697,0.00163948025510455,0.000832492245972626
171,6.49549677368759e-06,0.00026295106566864,0.000191872184413986,0.000107717354628647,0.00157461666341807,0.000833872789157566
131,6.91260338848255e-06,0.000155050412076513,0.0001687539357376,0.000107070337202256,0.00162808642015252,0.000825305540889655
121,6.9287288550939e-06,0.000186326392490451,0.000209518709894307,0.000200915717722329,0.00164545073091861,0.000844735241385458
111,6.76732338186495e-06,0.000134334641803203,0.000200133458424908,9.71764866314211e-05,0.00163869338336812,0.000825561327528553
101,6.71463214539867e-06,0.000118597729122036,0.0002188102942063,8.03027849928398e-05,0.00164494100106612,0.000823701510349348
191,6.9322256397816e-06,0.00019471807708784,0.000227870516483943,0.000131835751072558,0.00172923814639036,0.000836337991795395
