iter,x2,x3:B1,x3:B2,x3:B3,v
81,0.242281291679011,0.209258810997631,0.132626363263841,0.0550821832034003,0.105411917165875
1,0.240459923965732,0.216458912036769,0.147630043983326,0.0292474662833682,0.158992208030873
11,0.234941772070257,0.213343574397453,0.132776710079335,0.0567906208907395,0.194983708131969
71,0.234464550707133,0.184794971966642,0.145770496237228,0.0290941583441002,0.134184432346348
41,0.238816125314369,0.198990184707897,0.141709406095383,0.0602758146045299,0.155741133452709
31,0.237584251676854,0.201041688760768,0.145587384834201,0.0323471025729093,0.177211888744748
61,0.238511588043993,0.201354570921343,0.132965100148698,0.040201538331555,0.129210860719532
21,0.23452192142322,0.219884563344962,0.147227504020372,0.0442629481823291,0.178900201420789
51,0.240155909013822,0.178387708617065,0.158696944232073,0.0174412506856902,0.120575342176747
91,0.237292776251941,0.191161204271809,0.148837465908069,0.0467472311274226,0.184409252016296
82,0.241417000719952,0.212649162615016,0.156321361109408,0.057242327545204,0.165154571446601
121,0.238945724119399,0.198673197953837,0.132904679125841,0.0178782534414364,0.167079789914835
131,0.237331343848514,0.201314118822893,0.148495664663798,0.0416251911016364,0.0796172581210648
191,0.24016766204108,0.204080555097491,0.140336110035574,0.0268902724399505,0.138879987601374
101,0.237430730205183,0.207240626423691,0.137216937912041,0.0468207086761696,0.166739363004048
111,0.238847211818575,0.20126791551677,0.127326189036938,0.0532796978061326,0.0955201939102768
141,0.239748575030821,0.214124925948238,0.1270956444875,0.0772487028173287,0.14504524062072
171,0.234758003091369,0.184586207603672,0.136150882075185,0.0514992192305147,0.16200377562371
161,0.236517886435065,0.193890391709047,0.157333169457209,0.0608470101518853,0.1534627935417
181,0.240104473354682,0.216636629812159,0.137648845853478,0.0157650584887916,0.129342817907831
151,0.242181908877275,0.200514259854449,0.160784394817672,0.0437666535281213,0.157650078565451
72,0.2370980219017,0.193300374919116,0.14507137627979,0.0558906800836681,0.134618269181229
251,0.237424339802947,0.191412253460206,0.151010414386467,0.0514708599481204,0.165489180586422
241,0.237589184992733,0.206999951766116,0.134992703248382,0.0478276482345217,0.128173049639104
291,0.238207328084234,0.240552993991177,0.142702573383908,0.0485497958989063,0.162884581939718
221,0.240315717112579,0.208023878417891,0.146737251057493,0.0528049579738079,0.0937789049880167
211,0.235738578119653,0.207160797066194,0.140986391680567,0.049752392530769,0.136692041732964
201,0.236725483663035,0.2028007090987,0.112142161376131,0.0597375423642018,0.176530660246371
281,0.236411419636131,0.213891528967632,0.118844716499638,0.0327550507532845,0.137301224456748
261,0.239102865759645,0.20476012888404,0.147607866541416,0.037383031693592,0.123866750069902
271,0.241724713375817,0.217431567645093,0.143768489268183,0.0453661848113658,0.143245943670214
12,0.242196358753427,0.203524264836751,0.159113188480526,0.0694389089398158,0.17009604067298
2,0.240541344001091,0.195616156820058,0.138504614183451,0.0430233263233541,0.082832207117048
32,0.235150305736253,0.199062023114589,0.133693356155564,0.0427347474036839,0.145827654947974
