iter,x11,x10,x2,x3:B1,x3:B2,x3:B3,x4,v
21,0.0189851793081241,0.0536762818965824,5.85548546458989e-06,4.36204580019048e-05,7.06202178768662e-05,5.14490475409698e-05,0.00700429444602297,0.00312085744002199
51,0.021528810370592,0.056971727828048,6.09802646861574e-06,4.57113176095808e-05,7.92083944302682e-05,5.9088244210926e-05,0.0064990585691222,0.00316828386515228
31,0.019668973576454,0.0675841292380954,5.70125396513908e-06,5.04473688873265e-05,7.04592092748111e-05,6.12767940359677e-05,0.0066845846054238,0.00306492765845818
41,0.020041143096823,0.0593916612196873,6.29883063526633e-06,4.22207974207107e-05,5.88045906267122e-05,4.91686859106179e-05,0.00672948078311985,0.00313479276057925
11,0.0192327553287339,0.0636598752796483,5.7813707463029e-06,5.77975117805858e-05,6.77641289559737e-05,5.27113603752384e-05,0.00667784499875756,0.00308193192954222
1,0.0222674854192751,0.0742275693386311,5.88653981397974e-06,6.36899301724209e-05,8.29732471164961e-05,7.03378215242854e-05,0.00727528340982986,0.00332027170164837
131,0.0191248480081346,0.0637302041996538,5.8925984955789e-06,4.93110929600861e-05,8.01742360571386e-05,5.38182688118389e-05,0.00692394813063238,0.00305749286415024
141,0.0220733446016255,0.0695279186917855,5.70178191258825e-06,5.84205489585159e-05,6.80318974756077e-05,6.80712502713618e-05,0.00716555203339642,0.00319296100240979
111,0.0177473190914756,0.0512770110208284,5.86583483834885e-06,4.5917024269929e-05,6.59394904614102e-05,5.46455020288807e-05,0.00660581972850468,0.00298556324848524
101,0.0194759992502485,0.0628472156731093,5.93379114018941e-06,4.93125921469355e-05,7.08335294813849e-05,5.92265472987493e-05,0.00691693079510869,0.00324503838606673
121,0.0197318224897383,0.0633604830867564,5.87059035807588e-06,5.38806010461222e-05,8.33546078320336e-05,5.30862726524393e-05,0.00687638477725688,0.00310193551418047
81,0.0198477350468661,0.0618349629425424,6.17328280672225e-06,4.18058896312427e-05,6.32705877422173e-05,6.09525190198846e-05,0.00731783215057589,0.00309804657056563
91,0.020389635787156,0.060883269299895,6.11772898789534e-06,4.84404634519367e-05,6.55547195177746e-05,5.27140298230574e-05,0.00699522942021239,0.00306832688133451
71,0.0203067332463382,0.0533858838578329,6.12701400263194e-06,3.99745365811063e-05,6.77505182294685e-05,4.66529299964002e-05,0.0066681750703124,0.00307114959334074
