iter,x11,x10,x2,x3:B1,x3:B2,x3:B3,x4,v
21,0.301890508380524,0.421324348957988,0.0489767594630082,0.0266516968818207,0.00732026186730942,-0.00842359233037365,3.03553430705899,0.110583961695233
51,0.38376943416427,0.164836543644333,0.0519033209249304,0.0398779004224922,0.0196742402275282,0.000655771483254429,2.87818225167057,0.0172301254920762
31,0.331424528603905,0.516009865681946,0.0464134982139225,0.0262609414602034,0.0101174558847773,-0.00876766289034826,3.00824323281365,0.154100621977317
41,0.125676654023364,0.0621533210661291,0.0522437211970565,0.0374506135232797,0.0229139356320175,0.00282092882861835,2.89838194372668,0.0944703785430407
11,0.398838332162354,-0.0770968480340532,0.0459356241587182,0.0291515493805804,0.0240425742615232,0.00810003870448928,3.02486360005432,0.083000482825898
1,0.517061719237668,0.342249119129611,0.047473880579161,0.0245546837115261,0.0131188658057644,-0.00563735734353437,3.1546141504517,0.0710744276977929
131,0.312880840774889,0.0497310355680054,0.0470995583667256,0.0336664710698425,0.0136524469637808,0.00228572757185585,3.05728076244758,0.0403998208060794
141,0.680595884373097,0.873317054227519,0.0465032493717547,0.0199984999934986,0.0121127093549202,-0.018511907492451,3.04173567831887,0.206016757874358
111,-0.0220372032115747,0.239378030879275,0.0518214646667391,0.0268984610978409,0.0126615669931089,-0.0105101653299074,2.94646411981458,0.133015484876041
101,0.306521933319827,0.00144553081948741,0.0473491902696961,0.032929508416496,0.0220831849100455,0.00141417487187892,3.16150559592313,-0.000808515453872522
121,0.38358454038072,0.219653316390215,0.0463885008333501,0.0267646489097769,0.00719475211666642,0.00429254057280435,2.91390072823406,0.105289673248616
81,0.251500385073539,0.130688895698804,0.0505594341420867,0.0358627331709032,0.0213331844100081,0.0063209826544979,3.04738246989528,0.0794780027427915
91,0.372590944761717,0.178609095329157,0.0464553514014957,0.0286454600321749,0.0173547813279579,0.00181804258776788,2.99421199869365,0.0675221331161618
71,0.324854880068881,0.313988531117948,0.0492324487925722,0.0332444689775206,0.0124624707388628,0.00498697576021303,2.95732547563461,0.128692973302131
61,0.281437100644007,0.366505250799956,0.0488335215198681,0.0237830237293595,0.00648553646197886,-0.00406244565562948,3.023883163981,0.151317776230203
181,0.423482160661736,0.535367244296905,0.0464372832382701,0.0223981482317112,-0.000860305452164455,-0.00537374532913816,3.13595571801997,0.073165854384207
191,0.250436129235894,0.114050655591447,0.0501524326708903,0.0359577221473178,0.0221505164283259,-0.00072182966382631,3.0323188580715,0.186245394040722
151,0.409417122933978,-0.0211758223191507,0.0484397178607426,0.0416115116568701,0.0343798533280896,0.00596644128851284,2.85508483279932,0.144145958651267
171,0.340781009289881,0.435842068054661,0.0467697431646834,0.0266881805216015,0.00824479449532037,-0.00199670602327093,3.11125161473454,0.0717785528125545
161,0.0574575019707345,0.0453051668891757,0.0520330907306956,0.0330308907708893,0.0214076947992953,0.00187800121050062,2.9975730702926,0.0712343517415276
22,0.40409663555421,0.2222224723064,0.0504597954217655,0.0370807370892247,0.0227390748198956,0.00300867096870339,3.06060031205068,0.142375839059431
32,0.384652435106613,0.478016601373409,0.0478878487106494,0.0199766404348146,0.00614695474319678,-0.0103352403555179,2.99321484317539,0.046464233593748
291,0.185908558204163,-0.0757344452594728,0.0471496484404138,0.0354425474572089,0.0227941115261881,-0.00086043150840419,2.95411330293034,0.034244297392965
52,0.234629419858808,0.321201150331935,0.0514189347844769,0.0306967617920455,0.0131538455223082,-0.00808522669764915,3.05349393481985,0.122964306793631
42,0.280594329324158,0.0442631105035527,0.0493169854893765,0.0380023649923415,0.0225219847131361,0.00987453275897317,2.97311661438393,0.122966640195136
2,0.244348304547023,-0.038201408010268,0.0473551665400903,0.0349425475015591,0.0141291082238588,0.00455146471093044,3.06198066632356,0.167449008113525
12,0.381638446465932,0.0200089359222639,0.0507882130952427,0.0369666849636758,0.0341628367589761,0.00914220577944405,3.09462938188328,0.201493006105164
132,0.23431318285049,0.139191080862897,0.0512561219081374,0.0412695090856579,0.0150149542409005,0.00539681089175951,2.90246088165432,0.152561756979775
142,0.544974194946057,0.242324484408424,0.0458312028058755,0.0300405361618574,0.015557280981981,-0.00613975938765712,3.16225787982926,0.0958151087674342
891,0.478155361392171,0.284352385584845,0.0486290411055199,0.0372283542074615,0.0235460315563936,-0.00128310344611269,2.91572805025004,0.0942140135783324
901,0.158968949398279,-0.22570530389356,0.0511480755493145,0.0358264632161278,0.0183039273061636,0.0120499548591508,2.9664437157226,0.0656166742089487
271,0.273625377229017,0.743599790876791,0.049466178743733,0.0139382280466703,0.00218311191755258,-0.0208514724376563,3.09041398006356,0.18606136283824
201,0.238125618484217,0.281947234684831,0.0553534566085255,0.0341051579247333,0.0189478342889072,-0.000359147443897812,2.8635935890259,0.025374470751442
261,0.467583590984966,0.027863637126308,0.0467510663322391,0.0365672356858653,0.0276656876514118,-0.00139989920622911,3.05153557926913,0.0698609712241308
521,0.36802809783449,0.040862097597331,0.0476860505555594,0.0278077100238301,0.0211953005907467,0.00601268919408417,3.13500153454746,-0.0192576296426599
102,0.376031334938201,0.228341345036622,0.0502750075947941,0.037596840945117,0.0229657237906974,0.00724122813218164,3.01495209131191,0.119736802913476
221,0.278209308092914,0.275000362055454,0.048000543389219,0.0259170374907552,0.0136528409360473,-0.0114225613343851,3.00056536912196,0.0669743880001283
751,0.225610516677785,0.0501766418623743,0.0507135142143945,0.0283121424303352,0.0232873220420002,0.00475921027261794,2.99586904043362,0.101772485727697
