iter,x11,x10,x2,x3:B1,x3:B2,x3:B3,x4,v
81,0.251489888110756,-0.345544041632115,0.179784535649596,0.148223169459616,0.0361848033913329,0.00474738632903152,2.27590254144897,0.0917809734180318
21,0.216203967941038,-0.20518725893204,0.175918400199866,0.138223820165807,0.0750497205954758,0.0142000412289286,2.31665425781435,0.0900085088593108
51,0.299830087021748,-0.16615480103907,0.183134963446359,0.133448561684935,0.0605091328368975,0.0203059791652305,2.20111132437963,0.0570453979961394
61,0.146828037214451,0.327337518954224,0.179273520750369,0.0996959264676475,0.0462391692453809,-0.00289557282006011,2.27724718727729,0.0967794653000916
91,0.269204046084094,-0.537404183215209,0.176127442440814,0.130351084189351,0.0935062180436207,0.0424109669199305,2.35484875359892,0.137232404370147
41,0.195774138380568,-0.691004290134035,0.180151194729427,0.154860310430538,0.110699798194274,0.0475030702014836,2.34973291417814,0.101225988980574
11,0.245842582757669,0.176239157538567,0.176154468962314,0.112277070486021,0.0758198368968059,0.010256407378974,2.30589905180984,0.0957501035415905
31,0.00787608288040792,0.229254363758227,0.181589839046442,0.102071140295333,-0.00876222564324148,-0.0263715443801256,2.28095350179722,0.0346071040967196
71,0.132932937939845,0.306445495276207,0.176135166355504,0.0928164350146727,0.0555081202592473,-0.0159046447670823,2.32779235741989,0.0711617925350157
191,0.165372970827813,0.319630669300502,0.177482525005606,0.0845759298822422,0.055751748134811,-0.0100240723039252,2.29156453602159,0.110028884467751
1,0.328904710003599,-0.536604721658089,0.181603215394587,0.143399712099281,0.099765762288647,0.0383988020669545,2.31123370906448,0.0812323195092202
141,0.226941238195095,0.355010372651297,0.177831932208463,0.115275389007543,0.038597665493333,-0.00812878212911861,2.26784013172639,0.128134625071721
161,0.469865959265404,0.234406590721318,0.176840486839614,0.127317907530337,0.0689481348611422,0.0145695691740304,2.31689993212604,0.0770955314253857
151,0.0716795232072498,0.222896385904992,0.180947243336373,0.117190864740963,0.02335754444056,-0.0099401136782691,2.34291583430462,0.119019882211397
131,0.0673073175044265,-0.0503738055596626,0.18094867732945,0.106893237207248,0.0552651823003365,0.00791150572620493,2.30192489477702,0.09097121773216
121,0.197137965211904,-0.144395460041719,0.178440526349913,0.12958652863748,0.0559347499076426,-0.00375133016841574,2.25248624197318,0.0931664162832006
101,-0.0348822220702924,-0.1488946594121,0.184038110267332,0.127442960529546,0.038336121600679,0.00924291102457214,2.27406390747586,0.177819333333247
111,0.218567755129026,0.280700541212777,0.177757987213002,0.114620996050061,0.0418191813828945,-0.00133213742757675,2.28773811780624,0.069669698432422
171,0.255903296375257,1.08178994225791,0.178769813906104,0.0776696625612425,0.00630114450085807,-0.0447565683639913,2.28931824580425,0.0846000482287545
181,0.231118840923667,-0.554835511189049,0.17707185746439,0.137402270069559,0.0846607329246147,0.00509800782802192,2.35106232330691,0.047776806913159
201,0.23916392302053,1.02843726662435,0.180444877721504,0.0918394449870975,0.0240437902489475,-0.0383527493138721,2.25857738597842,0.129739621064903
221,0.227251244316315,-0.189939652687674,0.177256456860853,0.134458860623854,0.0792397324900175,0.0137787345032764,2.32530703884832,0.087643852918505
231,0.306855359931714,-0.21292448828727,0.177464955119678,0.115287648942011,0.0627545994466629,0.0089366033114671,2.33193519240114,0.0665245802451292
211,0.00347653418878642,-0.26680131632029,0.179416661280155,0.131560536110843,0.0474376175474365,-0.00568025478444294,2.3018426382963,0.0613477900757967
291,0.176446261102185,-0.632798228890712,0.180372134191137,0.166568874031918,0.110448780933548,0.0287761006121995,2.30627065766909,0.144365371061959
261,0.304279943336667,0.0505575720003183,0.182306144108952,0.14188762947644,0.0820274291622273,0.00308051375560697,2.25527645724166,0.0539116119752182
271,0.137063514277218,-0.174689991484241,0.180396779671167,0.130607357440664,0.0534672858436121,0.0337026443166329,2.32270677184814,0.0809300039204995
241,0.0691432094752438,0.0685683116359842,0.176949047366925,0.111202602249485,0.0377329227059464,-0.0089908929335451,2.27784513449186,0.115524297849888
251,0.136959608090573,0.894165837045645,0.177052982058178,0.085855525209065,0.0520587375259846,-0.0385734087909293,2.32775915573878,0.0520199217175051
82,0.291669126869926,1.05646118701234,0.178242746955768,0.083150375884736,0.0369385929251828,-0.0242834903654153,2.35677392713813,0.129039752678424
22,0.204059060564562,-0.283005861338657,0.178948759276451,0.132721787654802,0.0878386293913628,0.028118321884873,2.39437625443605,0.0722400185863642
32,0.207894625090571,-0.604318766082799,0.177134947746501,0.135170278973021,0.107483445265289,0.0355902786721839,2.28471444974714,0.105771639407084
72,-0.0742355582491552,-0.751161360503203,0.181954467284128,0.128921571376712,0.0991827052639028,0.037580065421635,2.30993091737226,0.097708074503959
52,0.326081955394871,-0.166136486531733,0.17971242427107,0.140309957832638,0.0616415651258981,0.0153803789918895,2.33506194221918,0.0511434259239068
92,0.533628383081515,0.505467780088624,0.17524649621879,0.119093439590749,0.0532376292422009,-0.0182637739822835,2.32654784888747,0.0933546925657454
62,0.445798086488719,-0.353281003245479,0.181243885619839,0.137243491792912,0.0906355163799651,0.0180053654249202,2.29496089536362,0.0967293695732989
