iter,x11,x10,x2,x3:B1,x3:B2,x3:B3,v
81,0.0205105878904052,0.372001970784656,7.58023145367982e-06,0.000678339059611426,0.00168750069899528,0.000759788722074336,0.000865339747604563
91,0.0186623883002122,0.386074708946849,7.07986767062648e-06,0.000627208222141808,0.000925445568873733,0.000738575845433441,0.000847030759591145
61,0.0176913163877853,0.224664423708524,7.62097400978175e-06,0.00042354592609909,0.000733258398632877,0.000516338796195831,0.000870975940977767
71,0.0181058710788182,0.220106695672795,6.98823822171047e-06,0.000417561133452824,0.000551413531883953,0.000495082133971773,0.00083881143074919
41,0.0182521911616741,0.415963198029145,7.42569017083792e-06,0.000782805484149888,0.00120370121489115,0.000937616520917953,0.000861031768686
21,0.0175013162160186,0.431576931052343,7.21914442299234e-06,0.000698475287266879,0.000952827761562863,0.00103927304660494,0.000886233348042612
51,0.0203007266747239,0.278591960183184,7.34434996453264e-06,0.000479996177173317,0.000837767942201171,0.000667515050321526,0.000885032790978232
31,0.0182782896469427,0.233335039905727,8.91396004120782e-06,0.000392820640992072,0.00142405180712936,0.000544716623029593,0.000908730844712599
11,0.0194962036318351,0.160872590200337,7.17459979868772e-06,0.000352063878261024,0.000506737387497029,0.000394043927303237,0.000844563807104195
1,0.0220022082515113,0.425991141970076,8.25586828952117e-06,0.000701744770452774,0.000885406135971414,0.000838711984709019,0.000883775054589475
161,0.0234704541511425,0.276944018088107,7.57160978794611e-06,0.000482989561437047,0.000781856455460407,0.000649258357284212,0.000857152604313575
181,0.0201578201883449,0.348259820081317,7.51592999111243e-06,0.000565208212419412,0.000881114720363831,0.000819478554060234,0.00088971093069058
171,0.0206923406371811,0.287777596905645,7.45002121755129e-06,0.000585440456047241,0.000912596130325656,0.000604066455339017,0.000894975355917687
191,0.0179436134284339,0.213622146051974,7.39602713539908e-06,0.000476423238091579,0.000567173860786898,0.000470274760084806,0.000866899603328884
131,0.0188673564847011,0.232541890090527,7.64452274877934e-06,0.000403950760134092,0.000630320558968674,0.000370146896137583,0.000880924561945335
151,0.0208728949764215,0.30856918629213,8.0355147002465e-06,0.000436002874361199,0.00133562606777013,0.000602837110367377,0.000902973103163024
121,0.0186603670271482,0.299530922485465,7.42006153720714e-06,0.000485600034177308,0.00100563096615221,0.00083452160974776,0.000858414266777706
111,0.0178999087019392,0.239157168382577,7.05374274100756e-06,0.00041026907153172,0.000801083037045715,0.000526593085120724,0.000861414187782396
141,0.0193979685219832,0.274981360945203,7.39532509468071e-06,0.000468069158760622,0.000715714148156121,0.000637392228249401,0.000878952852902393
101,0.0184556383945555,0.40379892384192,7.69399150236973e-06,0.000670359291950655,0.00161383754040836,0.000839089373409964,0.000881323811463498
82,0.0198437018545369,0.191249813216181,7.70491000187879e-06,0.000326511982306123,0.00063856966647741,0.000378500786864608,0.000899794002013562
291,0.021026852966041,0.399314909592511,7.47685091330325e-06,0.00065045539847956,0.00116201751324167,0.00108435032336512,0.000869236865283922
62,0.024321967279529,0.319026133602649,7.86533105110315e-06,0.000482614475030157,0.000859806759588782,0.000687022897733591,0.000851092840103511
92,0.0225801050650115,0.311946525633372,7.65850491550537e-06,0.000475404445738771,0.000759419568505726,0.000763872323604499,0.000881355675855746
72,0.0178602348693995,0.307163154351611,8.05325301030987e-06,0.000610619788472861,0.000872724424595915,0.000651779062278741,0.000873126693682369
281,0.019122917105094,0.144933277694313,8.46424356533329e-06,0.000257492665767719,0.000485834281005257,0.000448110623656216,0.000887000306505453
241,0.0178279060107355,0.409911479903685,7.13510854068887e-06,0.000728414771525823,0.000991908711877424,0.000812603713072117,0.000851427905495416
201,0.0215671099484075,0.138822982758743,8.05799473209853e-06,0.000251301934974994,0.000698476974030643,0.000354505739712086,0.000900432841006304
221,0.0203627466585364,0.262449715439625,7.24387031360412e-06,0.000540267591168156,0.000928937591814068,0.000604455667409614,0.000826672951770859
231,0.0209637514208241,0.230477132616275,7.2125929409699e-06,0.000441126640711654,0.000646211133529322,0.000483590972540027,0.000846574248502814
211,0.0184348418657589,0.30261633659131,7.67662133868895e-06,0.000554106808977509,0.00147302942157292,0.000688933004837103,0.000853986678435417
52,0.0207859498475447,0.433278312107594,9.12342502484504e-06,0.000674830478946369,0.00132613113135219,0.000868993121418635,0.000925234467427361
42,0.0203976738132058,0.392129951144497,7.17726961731924e-06,0.000674369008281192,0.00100748692336462,0.000842448597955703,0.000872011065095628
22,0.0199794865202947,0.374318013019344,7.86350251303502e-06,0.00064066922327345,0.000833731545739715,0.000865421415795099,0.000861202294319592
32,0.0175074540010486,0.378101397968943,6.8457882617505e-06,0.000610218610301301,0.000817938474260052,0.000713860716671379,0.000852604054256211
261,0.0218034706938529,0.280644472640771,8.82905256250612e-06,0.000516717780251375,0.000876735568590437,0.000899162007635619,0.000912625254838236
271,0.0183022862546737,0.212373676420488,7.60929542098026e-06,0.000499846126946243,0.000971775502103815,0.000439644402512935,0.000850494474593518
251,0.0185131968319872,0.15844197802286,7.10544359080801e-06,0.000285801686484718,0.000416873675162973,0.000444212231563758,0.000829190519766324
12,0.0209211789537955,0.299848879379844,7.35552821224477e-06,0.000521079798036499,0.000824013751331559,0.000764736883433723,0.000871857536721267
162,0.0183052145205173,0.249911038285398,7.32021211728324e-06,0.000540065912914294,0.000928568923072523,0.000565748882982801,0.000888464238935791
182,0.0192736617330635,0.345841980399173,7.60172260877498e-06,0.000485103049875781,0.000824480843035936,0.000851188644812284,0.000895780067834253
122,0.0232863967727837,0.292244079921414,7.38482980164453e-06,0.000424369673612054,0.000809961728375611,0.00073327470060096,0.000854651533378576
2,0.0176085890396958,0.303112830313561,7.03448479882331e-06,0.000618484278732126,0.00071252726496597,0.00098667482004041,0.000874422354844413
132,0.0163700165595137,0.197582091049813,7.10116788256807e-06,0.000384837596132177,0.000715017517622938,0.000628022267087072,0.000835163685867701
172,0.0189140244814153,0.256995534539317,7.2289653838315e-06,0.000471255575503548,0.000749196812001791,0.000764436133652969,0.00086230041905788
112,0.0162885512684207,0.170543574890624,7.35160320315131e-06,0.000332423241996558,0.00053911158924059,0.000424455441939215,0.000882508472820271
102,0.021834991406152,0.230410422516276,8.36451991382014e-06,0.000341093114982772,0.000537040271861052,0.000477096652799465,0.000862280963215796
152,0.0197270074103355,0.194465027125098,8.09178294533762e-06,0.000279297774014918,0.000385423087352901,0.000503326078388166,0.000896456136218677
142,0.0199649743400552,0.330461822621562,7.26658640657667e-06,0.000571228629892246,0.000847856765590943,0.000732166417615226,0.000873025516918642
192,0.0172367085094297,0.34377228360446,8.66604456442095e-06,0.000543335208734623,0.000764579138831051,0.000716308854845776,0.00083378057234902
391,0.0187833146276566,0.251950351441286,7.92034956519557e-06,0.000441843105770967,0.000689543859177986,0.000632482310555389,0.000879995798145548
301,0.0180866763525282,0.192445186333024,7.06611509171205e-06,0.000413527778381265,0.000642501299860582,0.000446483402029402,0.000882495585123197
371,0.0228471035810875,0.152981680972987,7.87938062129742e-06,0.00028679472305351,0.00100823361249809,0.000295789765148349,0.000892233991483545
341,0.0192717227852786,0.275608352794897,7.40089173720028e-06,0.000441983221105109,0.000559083651420514,0.000569246667657805,0.000866208963462002
331,0.0172122972504547,0.209781931802351,7.07201040969053e-06,0.000349304192405881,0.000428183399099456,0.000428107988302829,0.000868070554157371
351,0.0170152086166761,0.1673582318696,7.34150620753385e-06,0.000301225086589326,0.00078337586212234,0.000357809086733295,0.000871104455441332
381,0.016926729710753,0.327163388774684,7.55771727938524e-06,0.000636800141369886,0.000808393680036566,0.000670544624447266,0.000895473465090999
361,0.0234397389382714,0.274047694632363,8.05864456246956e-06,0.000461082608483598,0.000548546941831765,0.000549082108576644,0.000889481047688058
321,0.0184866352231843,0.266659534186033,7.62901536176565e-06,0.000469709442730715,0.000669533857574924,0.000627902200684029,0.000853815196009294
311,0.0190692275819874,0.181674496449709,8.0039438132413e-06,0.000341902355659351,0.000640097891376999,0.000458114996051234,0.00082355931945438
431,0.0198807970471539,0.242262923847187,7.91492136279708e-06,0.00040957887820609,0.000534008746640623,0.000450450606753777,0.000887474776272993
421,0.0184064712241087,0.511948864531114,7.36547259972963e-06,0.000711251937715972,0.00131871789300021,0.00102339824767505,0.000866339730573663
411,0.0213292100252583,0.259318137123868,6.94213283298369e-06,0.000469924780229018,0.000991612610082108,0.000547120285437834,0.000837405374171025
401,0.0211008459461498,0.294981596173083,7.91578567050583e-06,0.000416328596015664,0.000926808016483641,0.000758402102111695,0.000858398806276946
83,0.0201642928013149,0.225250467498802,7.55198467234173e-06,0.00048285620634773,0.000627538697112722,0.000453425018876675,0.000879872784117647
491,0.0195502793482467,0.177225656910233,7.37254942774485e-06,0.000274816756413667,0.000802341336955947,0.00037904325070287,0.000850734014681039
93,0.0205936888957577,0.276684333504667,7.24578698642573e-06,0.000541694123850894,0.00116344632686552,0.000865021492483034,0.000848804039473578
73,0.017615786479556,0.335023203556002,7.40771927456622e-06,0.000615945660717031,0.00063274420142296,0.000900775110708366,0.000869806005972509
63,0.0200944960363839,0.257109370804744,7.40371457186819e-06,0.000510354446434371,0.00107008045047165,0.000578764827488357,0.000866025406948229
282,0.0161510430025368,0.242647214468098,6.67771141858301e-06,0.00050379438667467,0.000700189593428389,0.000505442003810194,0.000874330559997485
292,0.0207755900199101,0.234683007739913,8.54135698064825e-06,0.000379911455390409,0.000637095958874681,0.000419251117619714,0.0008735028250155
481,0.0194861643483624,0.304823353587211,7.26934343224446e-06,0.000673555681569565,0.000639599860540439,0.000606715695588512,0.000863098628357976
202,0.0220387852607042,0.285987353202819,6.80023591260629e-06,0.000428987373188446,0.000601912846184373,0.000515104383308754,0.000851478510758174
222,0.0210267651226887,0.212059004370163,7.41885287691071e-06,0.000454182644788787,0.000539838666275164,0.000616594661796596,0.000875840547174102
471,0.0209123173511941,0.213027442951806,7.71188993957963e-06,0.000366823828859795,0.000693225646716973,0.000540972272095222,0.000903775430814137
451,0.0223518133555422,0.324538274482321,7.74219796403241e-06,0.000480214963015134,0.000953746822272054,0.000723927626944626,0.000857447828645879
441,0.021713647463702,0.355495131310892,7.34247168857397e-06,0.000646278533934293,0.000945056576986588,0.000706443546256493,0.000842389052465373
461,0.0172823196577849,0.203083724922961,8.05499029365048e-06,0.000381366192619234,0.000713686397190417,0.000464137662209737,0.000843637605466218
242,0.0192814231464484,0.348765844550794,7.63427731418871e-06,0.000551407105768758,0.000930300250548133,0.000740298829984784,0.000882834560571951
212,0.0190718415455213,0.29108135224348,7.87375997570612e-06,0.000424663060872174,0.000877236389750746,0.00068576870891063,0.000885486056336702
232,0.0207878758911073,0.662738652237196,7.52729965125269e-06,0.00116429173473098,0.00151887639077861,0.00131659260863105,0.000864264237541886
43,0.0200142501239263,0.232825995209791,8.29917521356859e-06,0.000378285423355351,0.0005514626475773,0.000553138649324694,0.000885616281510648
23,0.019683629809081,0.29897069977721,7.34888692902726e-06,0.000534472269364988,0.000703257991542075,0.000881954697307977,0.000847263962133375
53,0.0215035556978157,0.432384018648514,8.40544118248219e-06,0.000888808543776099,0.00226631600736401,0.000950578999198305,0.000883802131140398
272,0.0161452401849333,0.259366754065113,7.2646352782682e-06,0.000573769237790803,0.000660669600921799,0.000500228964166536,0.000846553509376933
33,0.0201122885288824,0.281677223155016,6.90717488163135e-06,0.000511621865286607,0.000811037117094598,0.000662377775150611,0.000852574838727983
13,0.0204401646296264,0.175155177549099,7.93423579011024e-06,0.000316444835895548,0.00103074428670613,0.000429181559482872,0.000888860727132251
501,0.0233661005030923,0.30526542396039,8.04825831778258e-06,0.000566142668101957,0.000621120116760635,0.000827860162967909,0.000866937796839196
262,0.0192561306465789,0.24944532127416,7.27205145953242e-06,0.000417238064249988,0.000651939908764957,0.000520942903458578,0.000873355924641677
163,0.02072966508878,0.332387766423032,7.27798405366769e-06,0.000481533565644209,0.00107535892985205,0.000788232451284374,0.000847583259316039
183,0.0205136741383618,0.465567240078315,7.1202252517153e-06,0.000807542399242529,0.00160054451439051,0.00108325687356801,0.000864489160789787
