iter,factor(E.prev)1,factor(E.prev)0,x6,v
91,0.143309271223238,-0.109291269133357,2.09426378392346,-0.0170684560146166
41,0.273355561650518,0.0845981435726585,2.18047358799118,-0.0713761322772631
51,0.238849063208264,-0.0370280000431337,2.26968664153838,-0.11066329991495
11,0.0600993965650589,0.103505739873078,2.22213973975337,0.158453629059864
81,0.323842453082259,0.29804494494825,2.44156934624573,0.338069046866868
71,0.0463772638837318,-0.14105696917865,2.42507052119479,0.0847920415169234
191,0.164613961087025,0.0255276386536522,2.30223109625113,0.316433212140983
1,0.266040572445804,0.106532832764876,2.62265678721976,-0.04335688325357
111,-0.00085974831549295,0.0998566210512039,1.94557982665728,0.085371624955216
131,0.239267284805143,-0.234645547035656,2.17821858129185,0.0142793899437918
121,0.137104341603428,0.0698890005173384,2.40362810135232,0.16866843042985
61,0.144141297486419,-0.0605843620710385,2.41480214082359,0.0938817807791461
101,0.382210553817419,0.318749011518115,2.29074005994863,0.191905514841401
151,0.388759574720876,0.196141863230536,2.32137290702139,-0.00213240881225843
161,0.335236859410652,0.444459530804713,2.20207282291166,0.130250393995464
181,0.340791779291325,0.113683698856602,2.46735533134378,0.233724586782626
171,0.0694056058059533,0.0651957727436535,2.45045930874628,0.0228804473800071
92,0.276765750066794,-0.0294268596979634,2.42940345186615,0.194423233508359
141,0.305996287733696,0.127077708321398,2.55322510063959,0.350844128172994
291,-0.00594566428189938,0.0427266674172266,2.53954548393764,-0.171780804308368
281,-0.141192203874423,-0.302407760354633,2.10622427791002,0.106436848518772
271,0.185389387101871,0.17710475525209,2.66091100755833,0.306552758828229
21,0.32474156268014,0.113948105990376,2.521923207187,0.0860331661072312
31,0.179602383911854,0.126177124756827,2.64134354282041,0.178423908890087
261,0.237501540984672,0.0785263494689839,2.14343897548395,0.0868902163127217
221,-0.0787597839034881,-0.237980587722327,2.03664288677628,-0.102764302829557
231,0.222233411368323,0.00796263218474178,2.47889359057629,0.153808968343197
201,0.398091405589735,0.319432119232734,2.31137608244021,0.140259217166519
211,0.101972948246105,0.00261238084651303,2.28900177163835,0.099971589344945
192,0.0882610369023875,-0.099303428531954,2.41367674395992,0.1256984314428
251,0.196986018285106,0.19578337321388,2.28849833784605,-0.245216769194182
241,0.0592262517976563,-0.0942973299374819,2.4604503022728,0.301060222226472
52,0.184144071743929,0.0724386387674648,2.27786139034938,0.136431489090591
42,0.00461909927941163,-0.203141567837835,2.26581719980924,0.0319549099653915
12,0.395984927223633,-0.0451354893077536,2.61207375849299,0.0974227784045588
82,0.227523223034807,0.0234970549667614,2.2195351597255,-0.0566647454600656
72,0.0443665189596196,0.0651926208363336,2.41007775829632,0.0384386185995962
112,-0.218958406353247,-0.138508038638507,1.88485633459826,0.0877063176562495
122,0.307222215636284,0.102656149420912,2.28657130160769,0.123277649587841
371,0.191522502860528,0.105347560465882,2.07297306062544,0.0831856362273044
391,0.206390696245179,0.339653941031248,2.07949952524805,0.293122700084351
361,0.364090456967694,0.305976465340529,2.37362634054752,0.16935356974741
381,0.406772417990901,0.274962488120966,2.38043881114132,0.267145058765224
351,0.245165239236007,-0.219319680374034,2.44825813729296,-0.0014776744682897
132,0.166573322403017,0.113927684446334,1.99388917135424,0.00443109477368315
2,0.0272985567631342,-0.176798728242379,2.27735793996032,-0.0766049205498486
102,0.31574737436568,0.505641946897729,2.12027452836919,0.00766550684477395
93,0.0384579796003248,0.0131409353310455,2.4984539873021,0.118016212120981
292,0.108364464485343,0.00962720280154654,2.25387995570989,0.0724405919425647
152,0.175454034342898,-0.0518691633227708,2.3924359278739,0.157141003160252
172,0.223894222386627,0.403419925655497,2.25294450044861,-0.0520162320745559
282,-3.74288106659782e-05,0.229143848001787,1.90943267282405,0.223576465218984
162,0.180743076291058,-0.0811117746615721,2.4516008905383,0.168986147902962
272,0.229960863984642,-0.281278850205346,2.38820467158997,0.205652649702931
182,0.224585543356914,-0.180891801716784,2.43324343730146,0.0594753296230794
262,-0.265533045264045,-0.0364230015221304,2.30184238633902,-0.00160485741176914
341,0.217745468686224,0.220969201734064,2.06033578824032,-0.0539428899299367
301,-0.0766309014603336,-0.183047318151136,2.49330124030503,0.131208168340135
331,-0.14635796997483,-0.1111685486795,2.16219033830131,0.202224140159561
321,0.17150007293447,0.187896171529858,2.04126796844293,0.041454672021385
142,0.278133807777065,0.114364005123625,1.91284924665996,0.140998396441769
311,0.293806280945971,0.222235768681497,2.23185067852001,0.0897074271259806
222,0.132808626599902,-0.219156344681009,2.65749013026836,-0.00151046719884657
401,0.0238119406516068,0.0862907872701273,2.30835543783199,0.153136538339555
212,0.386203379665096,0.442907731708137,2.14913176706157,-0.0400219656237272
232,0.132056810850527,-0.0564988520749267,2.17011077933911,0.0395408042818634
202,0.178249963887373,-0.151640262050074,2.36828503810475,0.175551246580741
193,0.220918391088557,0.366231872210701,2.42181366045303,0.023344368634598
471,0.492788070053098,-0.157696247330327,2.46702794911912,0.0618258800025956
481,0.0983966399179931,-0.14655803246473,2.56260232378013,0.113838900509372
451,0.0141084557441429,-0.016905774706393,2.35094489209018,0.0836774562082904
431,0.202709918531221,0.204485170419516,2.54399741676998,0.0909503717687154
421,0.0897673338864271,-0.0922593463509202,2.0255694219084,0.11651385663871
441,0.290470454643494,0.248228215726029,2.42944630912289,0.0392088726660067
411,0.43102920041442,0.229824136272908,2.54579279854128,-0.0239751388302133
491,0.346215515015415,0.192675950595369,2.32859386200476,0.153592409198321
62,0.106952023531323,-0.000937739901120353,2.22111101543289,0.146990267187176
461,0.0711298430543184,0.252410774342265,2.35430279612541,0.0434723664039572
252,0.125647895014612,-0.31263606375666,2.42677757868985,0.0511852466468755
242,0.0473145333817855,0.12089264509778,2.15695978132487,0.20743137607827
372,0.2347333922371,-0.0268694792607559,2.49877733512747,-0.0376611359613701
362,0.183283618363837,0.172048447797732,2.19437639275237,0.343542565740779
53,0.0737170566287655,0.148379888638194,2.40720186883968,-0.114039191120384
382,0.136736431345634,-0.126076503596286,2.1252819582536,0.108511516700507
43,0.135030986198626,0.0726926601647294,2.32527500802117,0.0793208395824904
392,0.363927407113487,-0.0245023044157329,2.29951358763706,0.3613083441572
352,0.549014637265019,0.303037767363889,2.79519349975074,0.051923432481677
113,0.0337367540371935,-0.0542093062398553,2.24839693895861,-0.0125515353351789
13,0.342240831122568,0.0524780629830366,2.16293757735279,-0.068964762504452
94,0.0802147563349226,-0.173715897147506,2.42314061775141,0.237458945583291
83,0.114585035821571,0.0193860449867446,2.05861835285681,0.0632522215684278
123,0.209850461749659,-0.0971010159327332,2.49194248605235,0.0305279230576064
73,0.214098581094405,0.241874678294044,2.23373278416547,-0.196935507695291
293,0.246818960222741,0.260033720200803,2.207767467856,0.0156406841168955
283,-0.140976080818153,-0.325227731214315,2.16012915412971,0.0920064142974494
273,0.136452265984309,0.0442761835840415,2.27576878140423,0.016058284878071
103,0.264050761111055,-0.0126669282318393,2.46433550261181,0.0532145483828327
133,0.180609179985584,-0.0132432733499541,2.16989748833317,0.142948500507648
263,0.0416982313319815,-0.136932350204576,2.52539228804753,0.154234307096132
3,0.216084299264775,0.0813439562176502,2.50915486224522,0.117068364297736
501,0.355714827217811,0.228241367945136,2.32114251095224,0.2312282794837
581,0.227833681213891,-0.210359383704286,2.2943998825085,0.149269859756493
591,0.445700901825482,0.142396509515684,2.53468491333008,0.187067239070485
173,0.162655862171198,-0.0211427377807432,2.42092394142645,0.0668294677968756
153,0.107899795028236,-0.26210942220046,2.21522523888175,0.12962924049497
163,0.168214694673096,-0.0325711361013117,2.09508793640818,0.139537850986577
22,0.123957478955605,-0.0831543943227326,2.30467726307717,0.122501619184204
183,0.105144661730177,0.0406050577284471,2.35375075847107,0.0990615216490954
32,0.145086136094954,-0.115526314751466,2.25672365777475,0.128782171897686
551,0.147955528951696,0.0323641122472327,2.21056927801629,0.291781053865208
531,0.247469590555158,0.325718019495819,2.30171228889259,0.0511727095348352
561,-0.0982277322582295,-0.00906561371078621,2.14339457863496,0.0352823253775321
571,0.255613620106634,0.0417127449901259,1.87248683357765,0.0513730272243325
521,0.208653589974314,-0.0809799577725994,2.51789156140673,0.102142569833654
541,-0.164221872100805,-0.0335700981169612,2.22540808039381,0.0733703531939471
511,0.0648343811537242,-0.0804294150562464,2.54738918992505,0.0771853652351548
402,0.255649272285691,0.0705698847081626,2.34184316876152,0.0470759178202629
194,-0.0714289949513626,0.0529601594186835,2.02341742284798,0.28803170533673
482,0.191191559697845,0.141191110759574,2.56416645874164,0.215227355396627
223,0.0473947711916713,-0.104427109525561,2.35845721833819,0.0490681542795405
432,0.0878014105056033,-0.0762499746890852,2.45210199130233,0.204970386565202
462,0.283475031140912,0.000800913199934856,2.57159667224262,0.0493694759435121
213,0.0876859879379556,-0.0867863964416517,2.39563348259027,0.315451432290262
472,0.167175609041125,0.0815530564772479,2.32992638691875,-0.0494874007983855
233,0.0464545401385384,-0.113167840888769,2.15414859190263,0.217354946806725
422,0.0132033551328865,-0.200909441914703,2.30703044301323,0.0534279683006752
452,0.0238289136713674,0.0263654775379162,2.18759009286604,-0.0310135814053756
442,0.186349914838636,0.383592646096317,2.22165841967865,0.164211855305819
412,0.193440026801183,-0.00236774101297777,2.66366057707372,0.0208386951746118
492,0.101258046727843,0.121218258943873,2.27987911072871,0.207350588019341
203,0.0648436663475921,-0.0819497356054057,2.28719106351951,0.259332826966087
342,0.16689583729126,0.0764336413241032,2.18540292286378,0.145665911992877
302,0.0754653417124602,0.205974337459277,2.23944200836663,0.0711384754848564
332,0.135627826550716,-0.0753474922865485,2.12863154873106,0.234948650001157
322,0.0804254682763897,0.33358997699358,2.01493185844787,0.190845414490304
601,-0.0727645073481486,-0.209959281815507,2.08776212367786,-0.0565209334920398
143,-0.0136729218538773,-0.0827997832223747,2.23631278119509,0.299051411352878
312,-0.0514454373418839,-0.141149428918355,2.18167109204145,0.0372822210650122
373,0.391117536786613,0.060220923684359,2.30916553187099,0.0870203312406455
363,0.380475995814185,-0.023916286307407,2.27911330457295,0.0517685467051712
353,0.315078297486969,0.189992470109993,2.32115343543063,0.0680162238318748
383,0.169775894433653,-0.154626682074319,2.44993338097546,0.323173421330351
671,-0.0206318014835091,-0.287900264102979,2.31082081619498,0.334434847831132
611,0.570727208055151,0.552883250433887,2.61113521655826,-0.0687501906112748
641,0.138141418195132,0.0226703913840234,2.22928779070639,0.213391405256393
631,0.191301737707248,0.301553061077071,2.61762689676168,0.0578544116796154
651,0.435463931311377,0.238775498541258,2.74539547889048,-0.0491360713113432
661,0.210528479089433,-0.111883497004359,2.02900466944609,0.110858189146273
621,0.169047468271373,0.0366504598705955,2.45076695966638,-0.013725636614332
691,0.407133590759505,0.247286748833418,2.40731142189776,0.302311241689911
681,0.0461996779340807,0.0615475690655857,2.00511361930316,0.360025037445384
393,0.0790468616474565,-0.134819110145212,2.59744143944917,0.0277259014796644
95,0.0537163022138485,-0.0503195809661795,2.22556493111536,0.0468807315876992
