iter,factor(E.prev)1,factor(E.prev)0,v
31,0.000884277919097765,0.0252056876646624,0.000435918883000151
11,0.000862826774938946,0.0192946155382862,0.000441952487883726
81,0.000852679292260967,0.0180098047464923,0.000437169093508726
91,0.000874205624824546,0.0204440409499757,0.000440250546870818
71,0.000879213367226119,0.0159564408206397,0.000435139968097246
41,0.000868452782438659,0.0225750250901933,0.000438982495265406
21,0.000891842951778812,0.0190168672474178,0.000437931215492246
61,0.000864198517880703,0.0189723841582462,0.000437383420686154
51,0.000894008001805301,0.0193012055191064,0.000438497612699382
1,0.000869965561523654,0.0180348930622707,0.000436676136297075
161,0.000854097076306807,0.0200284942844811,0.00043640988355541
151,0.000862373445066717,0.0285901453842636,0.00043809683019708
171,0.000867506513578351,0.0240501401701713,0.000436301304742786
141,0.000872918548640819,0.0201548224216064,0.000438998567151251
121,0.000868958545225663,0.0221033916481993,0.000437168838040686
131,0.000862717820730928,0.0257869295472475,0.000438042246890795
111,0.000883944003957268,0.0208181227323113,0.000439890652888705
181,0.00084802137347026,0.0230494086787453,0.000436325806491344
191,0.000882944840483584,0.0216936530242561,0.000437472013779595
101,0.000870522430535116,0.0221022282679691,0.000439325920477711
271,0.000863636284150663,0.0235752572594015,0.000436005467746001
261,0.000883474556240539,0.0183880015755722,0.000437092864809943
281,0.000879435826305117,0.0216463019180648,0.000437015426267781
291,0.000889072715148031,0.022094990123561,0.000436397296272736
251,0.000889212519549808,0.0187045249697287,0.00043766567708989
241,0.000888112753306488,0.0208098284588784,0.000437003064274505
231,0.00087905942514244,0.0230371447949645,0.000437661612681353
221,0.00086859200498365,0.0168920477685202,0.000440475016776696
201,0.000867724194910089,0.021242074114454,0.000438311556351861
211,0.000894515845896217,0.018682756535622,0.000440014121579093
371,0.000854279693568194,0.029317111858467,0.000436599203699781
391,0.000877171929253659,0.0231395458727486,0.000440167632128481
351,0.00087816545570283,0.023500283584799,0.000436831235560636
381,0.000861255358306951,0.022997607468663,0.00043743192228089
361,0.000871862564020397,0.0225409502765007,0.000436715461712584
321,0.000878373704966292,0.0211960144018526,0.000438374690267165
331,0.000864989146463018,0.0153250197308014,0.000435582922788255
311,0.00089118417920933,0.0180669556608903,0.000441171039395605
301,0.000881747217395214,0.0207848764826842,0.000441212114343176
341,0.000872325886743753,0.0180515519756794,0.000439229782379815
431,0.000858390046653555,0.0240882899418459,0.00043805038309694
471,0.000888119822327733,0.0200743369755649,0.000436609891649198
481,0.0008705914448349,0.017500922204819,0.000438298169575707
491,0.000877736671491632,0.024098158471777,0.000434870137949369
441,0.000866696595117565,0.0301837475589559,0.000438158692748443
461,0.000892086713223886,0.0157657306150657,0.000440622905580569
451,0.000882719797503249,0.0225216900166403,0.000436518409900357
411,0.000863952666605258,0.0196903992031079,0.000437804561532599
421,0.000886190543283276,0.0246445989872692,0.00043687932607344
401,0.000890841805149243,0.0278827562144616,0.000439948595578351
561,0.000885459082512885,0.0221126842566332,0.00043734998383699
581,0.000857186974686289,0.0204183404891521,0.000435721873305154
591,0.000858974499010168,0.0186293193988741,0.00043747785964896
531,0.000879376812353956,0.022579142119203,0.000436462712217591
501,0.000869937017615391,0.0180441448603007,0.000437615142272739
571,0.000882723184887797,0.0203763440223432,0.000442481126441343
521,0.000874790764174563,0.0220961569444558,0.000438055075233622
511,0.000870984071711337,0.0245975818632274,0.000437609995484255
551,0.000849489855708415,0.0216549079353829,0.000436663509808465
541,0.000878760041168907,0.0194017333800533,0.000437990271658794
681,0.000872035133146943,0.0192778478077107,0.000437351583310407
601,0.000872189358011296,0.027118965502541,0.000437475753330947
641,0.000852775189603479,0.0246517111289962,0.000437614801882904
661,0.000860810829750593,0.0203852751626157,0.000438830594312805
611,0.000896551455138486,0.0164413779425008,0.000438840776089182
671,0.000856815589446378,0.0216918878955723,0.000433921447543308
631,0.000859936070369657,0.0189483449975112,0.000436158959240074
691,0.000874047074817541,0.0216886992389675,0.000436379496484966
621,0.000889899092441663,0.017464638757251,0.00044284157878899
651,0.00089312523984858,0.0230914580137642,0.000437116708571793
791,0.000860652469617953,0.0189853873695361,0.000437167829444975
781,0.000879254345180069,0.0200269449523526,0.000436003978824272
741,0.000830445481040373,0.0192823761544703,0.000437090717763521
721,0.000877081069727854,0.0196772359560836,0.000440002422193751
731,0.000862378349326248,0.0220625039564007,0.000437941104553384
761,0.000888092015965395,0.0175283310467583,0.000438158399119455
751,0.00087114062407434,0.0213371666868432,0.000439961229474016
701,0.00086653771654224,0.0196425674476996,0.000438328356246849
771,0.000889591268493999,0.0217651875613164,0.000436110230380371
711,0.000867695121556805,0.0207707282148903,0.00043948778470971
991,0.000874370521528714,0.0161807909064251,0.000440818833463426
981,0.000878463925314432,0.0208660175944398,0.000439177047898406
961,0.00088171878043478,0.0166593726452941,0.00043966824813614
971,0.000896066003462178,0.023628719683172,0.000437594589804758
951,0.000866180106582373,0.0203800867370439,0.000436164099020913
811,0.000854825085358226,0.0220820439617526,0.000435257731715501
801,0.000871566955913411,0.0204543100207748,0.000439461134406864
941,0.000847885464858755,0.0258321468675523,0.000435736523434791
921,0.000876977685228105,0.0230444875693056,0.000439700388311723
931,0.000880687700393941,0.0186969530419927,0.000438519580230816
911,0.000849065607032419,0.0301981589198236,0.000436812913943754
891,0.000860601683692313,0.0180618051842947,0.0004383671214623
851,0.000866505550633653,0.0212686832708462,0.000437669480058392
871,0.000875398448709121,0.0196615016366229,0.000439953385036018
901,0.000868348856132067,0.0293259365109464,0.000440958178925835
881,0.000893476780454594,0.0184429038863541,0.000439457934380905
861,0.00089411863313046,0.0197430862022297,0.000440980166692645
821,0.000889293071861904,0.0161935083449619,0.000440036769750791
831,0.000893279840934083,0.0204160661594401,0.000440509220689744
841,0.000893315901717384,0.0197001921374299,0.00044050706753657
32,0.000857760601176756,0.0200624590726903,0.000436693291624657
22,0.000888176343013238,0.0197091419360944,0.00043656935067661
52,0.000882757363215187,0.0209061167973359,0.000434924640218564
42,0.000926116031983283,0.0187834641485672,0.000437677341416317
12,0.000886962814982032,0.0240575026784516,0.00043931431580577
82,0.000845326862700898,0.0235159596781553,0.000435924621150101
92,0.000864615765297182,0.0225005231297384,0.000438113662350009
62,0.000884240551165243,0.0212638983891854,0.000435784832804454
72,0.000877172729550558,0.020073838387889,0.000440982868829904
162,0.000869305546381428,0.0216565138717425,0.000438576640300321
192,0.000883454228038539,0.0179403975537384,0.000439177217589822
132,0.000889219574784981,0.0192982018459979,0.000439344626884719
172,0.000866202178229533,0.0203813317896534,0.000441207407288078
152,0.00089211591413163,0.0177716906248333,0.000439708035806461
122,0.000863678168895126,0.0207909034948215,0.000435352328208225
142,0.000851800136028087,0.0171447658120754,0.000438510573868189
182,0.000876072017923629,0.016958100583725,0.000435679932907166
112,0.000863470719377664,0.0196289511377563,0.000437492564809875
2,0.000838257522659588,0.0203721034166938,0.00043404857072273
102,0.000840475104749108,0.0219956969358885,0.000436768372133041
202,0.000858651154607398,0.0194491529235909,0.000438155374112987
292,0.00086954641083566,0.0235550477812738,0.000438165946506059
272,0.000890069072719885,0.0212928164078261,0.000438005280069598
282,0.000869866813537368,0.0221173453197892,0.000439374346561507
212,0.00085466629812967,0.0240002226453524,0.000440445580782604
252,0.000871959293513108,0.0169031405934829,0.000438583755960702
222,0.000882118433287573,0.0252336564918136,0.00043766942834398
232,0.000870080329374471,0.0200598066449767,0.000439996224156754
262,0.000875592948786235,0.026440963880095,0.000439900876000081
242,0.000894104966418341,0.027166074193091,0.000438658428633745
163,0.000905383603635428,0.0212710482886468,0.000437344286403128
133,0.000866436005502975,0.0197942127568522,0.000435677296324295
173,0.000891001191832805,0.0196887899119345,0.000439442540052162
193,0.000846171287268835,0.0189274551905117,0.000437922148561604
