iter,factor(E.prev)1,x2,factor(E.prev)0,x5,x6,v
91,0.268221473787733,0.0486638405356457,-0.0649928103315854,0.0489068513008774,2.34794460661622,0.266813852609365
81,-0.093246087314165,0.0521429209621912,0.0335771627786418,0.0478940006513902,2.24030450384567,0.0507401317161724
71,0.0262007761308011,0.0495980238545871,-0.0849297302811959,0.0469220512699824,2.40607665925473,0.126787160760366
61,0.335575070637787,0.0456441734549443,0.0453577950925939,0.0474385839728206,2.44048253223799,0.175892863513007
51,0.312265837161817,0.0450349046928364,-0.202177290416093,0.0489121424875299,2.37979457343695,0.140634244969595
41,0.0526193391645511,0.0531573611306489,0.160509388938163,0.0471085512702948,2.25693127255784,0.0118322270078546
31,0.172029172375755,0.0450466699529269,0.0926872963333526,0.0408891164670525,2.29865373261336,0.075229071846624
11,0.080398009573614,0.048448849945663,0.118366753475375,0.0451474622826831,2.36683023608513,0.163251588059399
21,0.37338057915079,0.0457408293000574,0.140917587744474,0.0467414580782576,2.35184656468034,0.134488616315327
151,0.290030813722396,0.0509152410999059,0.367193971610445,0.0472451578034165,2.17293854751134,0.140890819683111
131,-0.0119978348953019,0.0514183679806374,-0.00674353031967944,0.0449899688011091,2.35422947319866,0.0498022153530002
181,0.361131979522538,0.04520918585473,0.371266461802362,0.0429645884769505,2.32899488632948,0.0165086356312067
141,0.188700957415411,0.0453684518119227,0.0855333174046493,0.0380892546198001,2.52464022810039,0.0474970123407316
161,0.16753738730914,0.0469067616314388,0.129030292139822,0.0488563479565489,2.25902607766266,0.0795054833107583
121,0.248794595714099,0.0461912588884116,0.302142210131115,0.0459083362459251,2.20683171915188,0.153988458186058
171,0.372573128427721,0.0453522317087734,0.211241629068191,0.0442666039907028,2.46780775918754,0.0077555136381147
191,0.115914890468079,0.0495617615312392,-0.395537953805139,0.0586037775461653,2.38081251735891,0.0375223138968614
111,0.0339841322048046,0.0487632013465154,-0.0201152734953215,0.0484582627983743,2.25556431833397,0.0942673741708087
1,0.252005556319552,0.0516071350638994,0.169300876961656,0.0482331352648091,2.40095873966141,0.096245764219067
101,0.222710287260727,0.0478963016212007,0.124998273061954,0.0458380999261185,2.283597561465,0.0612697908367315
271,0.228113448541155,0.051444708643467,-0.0405185953095751,0.0546542234215594,2.19563542948343,0.107731741287501
291,-0.048414489473685,0.0502815555965714,-0.245105304226433,0.0522597420828484,2.38909115711819,0.166792155424764
281,0.0448622914497418,0.0513517671818548,0.483677388491793,0.0377850959793652,2.38060060224001,0.0615619884435124
261,0.352204039240781,0.0477875309767208,0.181321083435744,0.0504217400208003,2.07569627391926,0.0641945440532686
221,-0.003159069774678,0.0476647607876183,-0.23000577292548,0.047358778756697,2.28808872274998,0.116292480025548
241,-0.181577995132987,0.0513471509339827,-0.346297054711076,0.0545217744750516,2.08362882546035,0.0889879867495852
231,0.283257916061032,0.0428925111724575,-0.161630910966976,0.0498829929581989,2.47391475159901,0.118956587986549
251,0.233337884763292,0.0495188655799252,0.272555236416243,0.0444977601382606,2.27278204806584,-0.00376006196300981
201,0.0974091093145418,0.048114265204809,0.134539913571068,0.0454593360370116,2.30393583942861,0.0715644866186924
211,0.178144928897205,0.0474305008565897,-0.0621297026709037,0.050525037729091,2.21545878310118,0.135180717804669
32,0.442815983709724,0.0425492393661296,-0.0970716864369305,0.0470631622202815,2.38654220806219,0.148207790439081
22,0.289436333477132,0.0468157017517406,0.151586811916981,0.0488699000662491,2.42526588125395,0.114580692740785
42,0.0421133403392339,0.0484295299016078,-0.0933324128563686,0.0474070501794689,2.23104421073775,0.179929728606882
12,0.10918099346506,0.0486783297214295,0.0248108640505681,0.0465367762015109,2.26046942005925,0.11160430364374
82,0.109339682449719,0.0515278182760809,0.402088057480898,0.0429054287857473,2.21337698529162,0.173824363033799
72,0.291018374980429,0.053277094623672,0.185235651839296,0.0498504908022224,2.29899118932338,0.159939800948616
92,0.334808690244679,0.0510318433250318,0.283715248815546,0.0469246695367087,2.20814955646508,0.134985094115753
62,0.0660207581157728,0.0476543811147657,-0.233620999399639,0.0534530463671658,2.24557838992253,0.0936183212375303
52,0.416987299509425,0.052035152544235,0.442250917348617,0.047761462293946,2.08306779371002,0.0729255193601407
162,0.331152216669078,0.0439414348898919,0.0650605779811272,0.0465528468823841,2.46935362917407,0.134101361304264
182,0.161124646269749,0.049976271355015,0.102580380836376,0.0458993590664139,2.24817167362375,0.0846646756177913
122,0.316649797935873,0.0448329543113533,0.0613044561497262,0.04539337138536,2.33010005908239,0.163556731325194
142,0.292899576761704,0.0453671153347407,0.1452575635477,0.0428776295522274,2.27318389558535,-0.00687559053910871
132,-0.000963441610709906,0.0501603072456466,-0.124395370663337,0.0505106433887242,2.31570168079861,0.118598726641698
152,0.336023358557893,0.0468805930842345,-0.0290791010059705,0.0508680302863135,2.15507394914127,0.0854349476899259
172,0.193408509665703,0.0478652571723209,0.090960360423569,0.0486333136053257,2.28731010583008,0.203884174984345
192,0.452881718409328,0.0451203476189671,0.101333039282294,0.0512527576636796,2.21362393861255,0.153570192184447
112,0.0666643128946922,0.0473019906581736,-0.0227427631043019,0.0470296856057119,2.41420639344636,0.20393115631064
2,0.192519664461353,0.0449970471158743,-0.477191833538656,0.0601472032477972,2.39800997384929,0.114742851700747
371,0.249582638066874,0.0481115400484914,-0.082547987958032,0.0542574188402855,2.32181780111518,0.0471944303593003
331,-0.147580890129314,0.0527213060248846,0.0595729790816263,0.0459768251749815,2.23580907363967,0.0901009468740971
311,0.192220394377506,0.0483605453072854,0.280557138116921,0.0451279739126527,2.34863321613591,0.114309531194226
321,0.181365227022165,0.0453555364556766,0.371586975372541,0.0413753677046462,2.27290577339558,0.159941592735342
391,0.147484277148164,0.0499067645757232,0.339631496069254,0.0442500001497612,2.31352789201107,0.134203579729287
361,0.269558804267365,0.0505551204564473,0.692940147728783,0.0393550502136696,2.35196489950891,0.0443348723526388
301,0.0136373944146872,0.0487734978493009,-0.326130740269351,0.0567939961895856,2.23726974847591,0.105024958194453
381,0.0236609629389237,0.0480780392672633,0.0081740682967037,0.0431837474602163,2.38220942089434,0.00461979913053619
351,0.15287303994868,0.0504536784713335,0.229821591019025,0.0451077327908269,2.36328413400543,-0.00546974587752122
341,0.360912470648319,0.0455424228364933,0.0552753172381294,0.0488287910821947,2.3527048121862,0.0985628601208621
102,0.225808817145503,0.0470276636960759,0.0856278319278446,0.044992312410532,2.42040636046325,0.183686070766175
292,-0.00721588991765727,0.0492670924814751,-0.0523776841118923,0.0504123066423802,2.26698066251406,0.0722077486876672
272,0.0762411832331517,0.0481366810995249,-0.192061946121757,0.0508818506176887,2.40714114326215,0.175504015705102
282,0.25360032298337,0.0463270163559627,-0.0543892120859473,0.0492840110020759,2.23897656155962,0.147985765102479
262,0.0504039557107972,0.0528533745394533,-0.133729116467199,0.0544527229968843,2.18357737780588,0.107092510852066
242,0.0674588009224182,0.0547288124306164,0.300006576079147,0.0449173031647775,2.12774998629203,0.0374849866379995
212,0.159075644933947,0.0483717001624367,-0.164477429954284,0.0542344622328927,2.38728756502711,0.204452726252488
232,0.0544996201694925,0.0504131816642553,0.425512130500587,0.0405782828613454,2.29552975707711,0.100989180680948
202,0.352298902664117,0.0480009440582969,0.236371883899939,0.0451162609231216,2.27227817662422,0.0500392061663126
222,0.158806467262002,0.0488719369489302,0.0534601573248975,0.0491210798488638,2.35591459561425,0.202324126478359
252,0.457226685341102,0.0465523792583782,0.452201077122638,0.0458282787873598,2.25005428327158,0.110565998893162
33,0.414486701921538,0.0471970719457612,0.550468251601638,0.0393749434776321,2.36323738192206,0.170313885298295
13,0.139115413741666,0.0467804949312695,-0.23472957313665,0.0515897029593631,2.3441607055308,0.0463233049168884
23,0.383914957821069,0.0470081589913478,-0.14054820474456,0.0537020952814987,2.15811744702431,0.120875516129859
43,0.0541443394066329,0.0508959039880819,0.17369182931633,0.0429332230065729,2.2626564522285,-0.0165303724689638
451,0.114487098641592,0.0510580019779553,0.261853304344146,0.0461058821441342,2.19960059034466,-0.0125921023246187
481,0.429536768559907,0.041827151694254,0.0908963998510906,0.0492260879473925,2.39794893721991,0.00809498310419038
441,0.481642909345629,0.0425320181676588,-0.15925979860253,0.049305189017802,2.42834784579513,0.0835738257323859
471,0.300359342672917,0.0482903964978072,0.0880446802533203,0.0488708715392511,2.30658010710527,0.0757179144119235
461,0.331821273274949,0.0465818407433827,0.382410599237241,0.044095813112769,2.22031230173459,0.0562031746946511
83,0.452080598342202,0.0430842647870179,0.252784919220977,0.0465367284867409,2.29010654258812,0.134762209165538
401,0.247331073548922,0.0489907117325798,-0.45533479708468,0.0610015581512216,2.3245394083435,0.126037069126911
431,0.0539011314911107,0.0480652991706976,-0.0179778789353832,0.0482905762087018,2.40188908249882,0.0957228897468296
411,0.398548934514058,0.0499459121941374,0.197211757368519,0.0519951139662512,2.38884398907233,0.0134338108631764
93,0.0556773277042006,0.0486212834164478,-0.0896884526586566,0.0461450023377877,2.42254256783973,0.108591644033576
63,0.0770551481849689,0.0485512042751855,0.0674826438571214,0.046019143774231,2.18636530208143,0.0702167185120054
53,0.190526787127099,0.0481380295229058,-0.0496137925624984,0.0473536818645107,2.3434771879592,0.0808464602350909
73,0.312179148690797,0.0430556747447877,0.0633927895267134,0.0466667445479603,2.31240044899411,0.115217045583456
163,0.0562740579814968,0.0558399183671946,0.469977971589057,0.0432222578081528,2.08608440778681,0.0479264920890012
183,0.307525853136983,0.0509646807141299,-0.0773147434594431,0.058699313449167,2.2893374573551,0.0984472921579118
133,0.0801899193556216,0.0533301280696627,0.110439524037348,0.0517082735419888,2.24881021658025,0.0380068429071681
143,0.00063774741798582,0.0510311683673259,0.424461855440394,0.03590992195866,2.34896671893319,0.103766550244122
421,0.414891177182157,0.0448626587192381,-0.0610848764569821,0.0505923123035026,2.46573986637773,0.0951382761057672
123,0.10145514866784,0.0490543676600649,-0.0322081370941469,0.0496029126708481,2.29412417419509,0.0616003768568921
153,0.0679403917573498,0.052048682650628,-0.341937079486319,0.0569965101273175,2.25211604330956,0.0295130047686769
113,0.172303606286048,0.0502408336457627,-0.0647298096238179,0.0529492326247251,2.36871656208808,0.109844599802006
173,0.290239617920997,0.0478322510177558,-0.0189267684318899,0.0513915446001318,2.44496685275376,0.0739510494498521
193,0.131483760632551,0.0498241641101874,0.141437259707214,0.0448989314277426,2.25715771226803,0.100221064634735
3,-0.0939413854052077,0.0536308847417485,-0.025065130828957,0.0503392855089966,2.17157839826509,-0.0285438132900937
332,0.0428669702288018,0.0492003486364657,-0.143412702479163,0.0512666961989016,2.27401929529584,0.140581959058663
372,0.22095129963389,0.0464537193781346,0.00260996091520892,0.0452633880753678,2.46172224343642,0.0397932371860415
302,0.0747817978536964,0.047112549613255,-0.388205705262686,0.0527618057088131,2.24591738617899,0.066940646929554
362,0.261074567699783,0.052134752094488,0.574802414229639,0.0404131451907572,2.33444047745494,0.249467334084262
491,0.392754919998706,0.0499293012192399,0.119481875207847,0.051086364836446,2.28816770945917,0.133805626836914
342,0.0463308485727613,0.0513641222351379,0.188146167488447,0.0458514259128406,2.22974974068948,0.150805372493368
392,0.470394610017726,0.0455507274048199,0.264118141112499,0.0463544656332478,2.27452442629821,0.156149917956663
382,0.11809598607905,0.046671079372147,-0.0803760665000352,0.0467506844767775,2.42152263229862,0.15788754730592
312,0.170354425014655,0.0500172249488178,0.618042008098741,0.0386203783283588,2.18223675853516,0.0521993566342956
352,0.285191763298893,0.0487706709952391,0.20094433367331,0.0478579768556812,2.34864049504717,0.174043743595645
322,0.125873814063964,0.0524207449339677,0.1683534088321,0.0498400886387698,2.2783768375471,0.0117622506566947
103,-0.024976850809317,0.0535438101012497,0.10721630716127,0.0448345581248427,2.25403676063727,0.149704433490826
501,0.455955966892044,0.0464140528250416,0.443254088745383,0.0405919341058169,2.5025952580166,0.114108527203373
273,0.164814228594369,0.0488634397052517,0.288624968590965,0.0440596305083809,2.25468131689215,0.00982469235065155
293,0.277450856473954,0.0473348354323873,0.304085630472835,0.0439830248611409,2.21872173736396,0.199129238476177
283,-0.0164746851547242,0.0496158155510954,-0.566293048941349,0.0599854267762377,2.34743484824107,0.061942193894152
